* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -38,0 dBFS, measurement signal peak level -4,7 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:44:25
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; RLP - Sub 1S Delay 8,0021 ms (2,745 m, 9 ft 0,1 in) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,0 ppm
* Measurement: RLP - Sub1S
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
188.964844 83.522 -81.1271
189.331055 82.975 -85.4174
189.697266 82.359 -89.5432
190.063477 81.684 -93.4214
190.429688 80.965 -97.0100
190.795898 80.217 -100.3210
191.162109 79.452 -103.4331
191.528320 78.677 -106.4928
191.894531 77.882 -109.6935
192.260742 77.038 -113.2260
192.626953 76.096 -117.2236
192.993164 74.992 -121.7300
193.359375 73.644 -126.6931
193.725586 71.947 -131.9686
194.091797 69.742 -137.2928
194.458008 66.749 -142.1493
194.824219 62.343 -145.1796
195.190430 54.391 -139.0782
195.556641 48.546 -22.8989
195.922852 58.061 1.9207
196.289062 62.003 5.7859
196.655273 64.438 9.1110
197.021484 66.456 12.8010
197.387695 68.424 15.6156
197.753906 70.354 16.4807
198.120117 72.149 15.2642
198.486328 73.740 12.4180
198.852539 75.114 8.4840
199.218750 76.288 3.8770
199.584961 77.287 -1.1401
199.951172 78.136 -6.4089
200.317383 78.853 -11.8258
200.683594 79.454 -17.3105
201.049805 79.950 -22.7979
201.416016 80.356 -28.2383
201.782227 80.681 -33.5991
202.148438 80.936 -38.8573
202.514648 81.128 -43.9946
202.880859 81.265 -48.9955
203.247070 81.355 -53.8550
203.613281 81.404 -58.5831
203.979492 81.414 -63.1993
204.345703 81.386 -67.7125
204.711914 81.315 -72.1018
205.078125 81.200 -76.3115
205.444336 81.048 -80.2716
205.810547 80.868 -83.9287
206.176758 80.675 -87.2725
206.542969 80.478 -90.3315
206.909180 80.285 -93.1445
207.275391 80.097 -95.7284
207.641602 79.918 -98.0731
208.007812 79.757 -100.1732
208.374023 79.627 -102.0645
208.740234 79.538 -103.8372
209.106445 79.488 -105.6044
209.472656 79.470 -107.4521
209.838867 79.468 -109.4045
210.205078 79.473 -111.4269
210.571289 79.481 -113.4524
210.937500 79.496 -115.4187
211.303711 79.530 -117.2976
211.669922 79.597 -119.1171
212.036133 79.706 -120.9640
212.402344 79.856 -122.9587
212.768555 80.037 -125.2009
213.134766 80.229 -127.7191
213.500977 80.416 -130.4553
213.867188 80.594 -133.2992
214.233398 80.770 -136.1487
214.599609 80.961 -138.9689
214.965820 81.186 -141.8124
215.332031 81.452 -144.7944
215.698242 81.756 -148.0371
216.064453 82.089 -151.6270
216.430664 82.435 -155.6010
216.796875 82.783 -159.9589
217.163086 83.123 -164.6785
217.529297 83.447 -169.7241
217.895508 83.752 -175.0531
218.261719 84.036 179.3765
218.627930 84.301 173.5924
218.994141 84.550 167.6000
219.360352 84.782 161.3826
219.726562 84.995 154.9169
220.092773 85.180 148.1921
220.458984 85.329 141.2242
220.825195 85.432 134.0579
221.191406 85.483 126.7599
221.557617 85.479 119.4091
221.923828 85.419 112.0894
222.290039 85.307 104.8833
222.656250 85.149 97.8676
223.022461 84.955 91.1022
223.388672 84.737 84.6194
223.754883 84.508 78.4160
224.121094 84.276 72.4607
224.487305 84.042 66.7161
224.853516 83.805 61.1686
225.219727 83.563 55.8435
225.585938 83.317 50.7958
225.952148 83.078 46.0786
226.318359 82.860 41.7052
226.684570 82.680 37.6294
227.050781 82.547 33.7561
227.416992 82.464 29.9778
227.783203 82.424 26.2067
228.149414 82.419 22.3895
228.515625 82.442 18.4996
228.881836 82.484 14.5262
229.248047 82.539 10.4689
229.614258 82.601 6.3398
229.980469 82.663 2.1635
230.346680 82.725 -2.0299
230.712891 82.785 -6.2137
231.079102 82.845 -10.3706
231.445312 82.905 -14.4895
231.811523 82.966 -18.5570
232.177734 83.028 -22.5537
232.543945 83.096 -26.4574
232.910156 83.176 -30.2576
233.276367 83.277 -33.9725
233.642578 83.409 -37.6595
234.008789 83.574 -41.4084
234.375000 83.769 -45.3196
234.741211 83.982 -49.4745
235.107422 84.200 -53.9126
235.473633 84.406 -58.6273
235.839844 84.591 -63.5782
236.206055 84.746 -68.7153
236.572266 84.870 -73.9976
236.938477 84.961 -79.4045
237.304688 85.015 -84.9253
237.670898 85.024 -90.5422
238.037109 84.980 -96.2114
238.403320 84.874 -101.8521
238.769531 84.705 -107.3542
239.135742 84.475 -112.5947
239.501953 84.196 -117.4607
239.868164 83.885 -121.8704
240.234375 83.563 -125.7852
240.600586 83.252 -129.2158
240.966797 82.972 -132.2202
241.333008 82.743 -134.9062
241.699219 82.573 -137.4243
242.065430 82.463 -139.9478
242.431641 82.402 -142.6343
242.797852 82.367 -145.5825
243.164062 82.335 -148.8093
243.530273 82.285 -152.2554
243.896484 82.204 -155.8164
244.262695 82.091 -159.3789
244.628906 81.950 -162.8477
244.995117 81.789 -166.1565
245.361328 81.620 -169.2720
245.727539 81.453 -172.1865
246.093750 81.300 -174.9177
246.459961 81.170 -177.5093
246.826172 81.069 179.9712
247.192383 80.997 177.4436
247.558594 80.950 174.8369
247.924805 80.918 172.1133
248.291016 80.892 169.2778
248.657227 80.866 166.3687
249.023438 80.841 163.4299
249.389648 80.823 160.4810
249.755859 80.820 157.4937
250.122070 80.834 154.3994
250.488281 80.860 151.1199
250.854492 80.884 147.6091
251.220703 80.891 143.8801
251.586914 80.869 140.0015
251.953125 80.813 136.0688
252.319336 80.726 132.1697
252.685547 80.615 128.3586
253.051758 80.490 124.6553
253.417969 80.356 121.0625
253.784180 80.215 117.5879
254.150391 80.072 114.2517
254.516602 79.935 111.0735
254.882812 79.815 108.0488
255.249023 79.722 105.1340
255.615234 79.664 102.2512
255.981445 79.639 99.3135
256.347656 79.642 96.2532
256.713867 79.663 93.0391
257.080078 79.694 89.6741
257.446289 79.729 86.1890
257.812500 79.766 82.6287
258.178711 79.806 79.0391
258.544922 79.858 75.4490
258.911133 79.930 71.8569
259.277344 80.031 68.2249
259.643555 80.164 64.4875
260.009766 80.329 60.5759
260.375977 80.520 56.4382
260.742188 80.729 52.0515
261.108398 80.949 47.4131
261.474609 81.179 42.5276
261.840820 81.414 37.3909
262.207031 81.652 31.9868
262.573242 81.887 26.2959
262.939453 82.111 20.3108
263.305664 82.313 14.0483
263.671875 82.484 7.5571
264.038086 82.617 0.9094
264.404297 82.713 -5.8135
264.770508 82.774 -12.5422
265.136719 82.808 -19.2341
265.502930 82.822 -25.8801
265.869141 82.821 -32.4949
266.235352 82.804 -39.1008
266.601562 82.769 -45.7090
266.967773 82.710 -52.3086
267.333984 82.623 -58.8662
267.700195 82.506 -65.3376
268.066406 82.358 -71.6760
268.432617 82.182 -77.8369
268.798828 81.980 -83.7795
269.165039 81.757 -89.4644
269.531250 81.518 -94.8555
269.897461 81.271 -99.9277
270.263672 81.027 -104.6765
270.629883 80.794 -109.1240
270.996094 80.580 -113.3176
271.362305 80.385 -117.3123
271.728516 80.208 -121.1499
272.094727 80.045 -124.8450
272.460938 79.894 -128.3892
272.827148 79.758 -131.7698
273.193359 79.641 -134.9939
273.559570 79.548 -138.0959
273.925781 79.478 -141.1250
274.291992 79.428 -144.1174
274.658203 79.393 -147.0762
275.024414 79.371 -149.9817
275.390625 79.367 -152.8262
275.756836 79.386 -155.6433
276.123047 79.429 -158.5073
276.489258 79.488 -161.4888
276.855469 79.548 -164.6042
277.221680 79.594 -167.7964
277.587891 79.624 -170.9636
277.954102 79.645 -174.0176
278.320312 79.673 -176.9329
278.686523 79.720 -179.7551
279.052734 79.790 177.4329
279.418945 79.882 174.5605
279.785156 79.989 171.5886
280.151367 80.107 168.4946
280.517578 80.233 165.2502
280.883789 80.361 161.8193
281.250000 80.479 158.1826
281.616211 80.578 154.3596
281.982422 80.649 150.4060
282.348633 80.692 146.3794
282.714844 80.712 142.3013
283.081055 80.711 138.1433
283.447266 80.683 133.8579
283.813477 80.614 129.4312
284.179688 80.485 124.9253
284.545898 80.287 120.4736
284.912109 80.022 116.2349
285.278320 79.704 112.3293
285.644531 79.353 108.7886
286.010742 78.984 105.5586
286.376953 78.593 102.5593
286.743164 78.167 99.7744
287.109375 77.686 97.3027
287.475586 77.143 95.3547
287.841797 76.547 94.1985
288.208008 75.928 94.1023
288.574219 75.338 95.2903
288.940430 74.853 97.8882
289.306641 74.577 101.7783
289.672852 74.615 106.3799
290.039062 75.011 110.6365
290.405273 75.695 113.4890
290.771484 76.523 114.4243
291.137695 77.360 113.5457
291.503906 78.125 111.2756
291.870117 78.786 108.0757
292.236328 79.342 104.3005
292.602539 79.807 100.1667
292.968750 80.192 95.7805
293.334961 80.505 91.1931
293.701172 80.745 86.4509
294.067383 80.910 81.6262
294.433594 80.998 76.8159
294.799805 81.013 72.1279
295.166016 80.965 67.6614
295.532227 80.867 63.4934
295.898438 80.734 59.6750
296.264648 80.581 56.2310
296.630859 80.426 53.1602
296.997070 80.285 50.4316
297.363281 80.173 47.9824
297.729492 80.101 45.7163
298.095703 80.075 43.5154
298.461914 80.094 41.2573
298.828125 80.147 38.8391
299.194336 80.222 36.1975
299.560547 80.303 33.3181
299.926758 80.378 30.2292
