* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -41,1 dBFS, measurement signal peak level -6,4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:36:25
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; LLP - Sub 1.5 Delay -3,3319 ms (-1,143 m, -(3 ft 9 in)) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,7 ppm
* Measurement: LLP - Sub1.5
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
212.768555 71.818 113.3116
213.134766 71.504 111.6094
213.500977 71.195 109.9678
213.867188 70.882 108.2297
214.233398 70.534 106.3408
214.599609 70.123 104.4167
214.965820 69.636 102.6987
215.332031 69.086 101.4397
215.698242 68.506 100.7856
216.064453 67.930 100.7297
216.430664 67.378 101.1736
216.796875 66.853 102.0542
217.163086 66.363 103.4031
217.529297 65.932 105.2656
217.895508 65.599 107.5435
218.261719 65.392 109.9255
218.627930 65.302 112.0212
218.994141 65.282 113.5856
219.360352 65.285 114.6165
219.726562 65.280 115.2728
220.092773 65.260 115.7335
220.458984 65.233 116.1057
220.825195 65.209 116.4186
221.191406 65.193 116.6648
221.557617 65.188 116.8367
221.923828 65.194 116.9302
222.290039 65.214 116.9274
222.656250 65.248 116.7939
223.022461 65.293 116.4999
223.388672 65.340 116.0443
223.754883 65.386 115.4543
224.121094 65.433 114.7554
224.487305 65.484 113.9355
224.853516 65.541 112.9407
225.219727 65.593 111.7106
225.585938 65.624 110.2361
225.952148 65.618 108.5916
226.318359 65.569 106.9131
226.684570 65.488 105.3320
227.050781 65.399 103.8921
227.416992 65.323 102.5006
227.783203 65.268 100.9586
228.149414 65.216 99.0662
228.515625 65.131 96.7314
228.881836 64.974 94.0171
229.248047 64.715 91.1105
229.614258 64.343 88.2598
229.980469 63.861 85.7122
230.346680 63.286 83.6742
230.712891 62.639 82.2974
231.079102 61.949 81.6829
231.445312 61.242 81.8926
231.811523 60.548 82.9514
232.177734 59.898 84.8376
232.543945 59.321 87.4817
232.910156 58.842 90.7799
233.276367 58.488 94.6039
233.642578 58.286 98.7676
234.008789 58.258 102.9652
234.375000 58.406 106.7676
234.741211 58.691 109.7527
235.107422 59.047 111.6833
235.473633 59.398 112.5898
235.839844 59.688 112.7222
236.206055 59.888 112.4414
236.572266 60.000 112.1123
236.938477 60.048 112.0181
237.304688 60.068 112.3049
237.670898 60.097 112.9813
238.037109 60.159 113.9775
238.403320 60.271 115.2247
238.769531 60.453 116.6694
239.135742 60.733 118.1873
239.501953 61.136 119.4888
239.868164 61.655 120.1544
240.234375 62.245 119.8241
240.600586 62.838 118.3745
240.966797 63.373 115.9298
241.333008 63.812 112.7495
241.699219 64.145 109.0962
242.065430 64.374 105.1586
242.431641 64.506 101.0386
242.797852 64.539 96.7992
243.164062 64.467 92.5278
243.530273 64.283 88.3771
243.896484 63.991 84.5527
244.262695 63.610 81.2518
244.628906 63.175 78.5776
244.995117 62.718 76.4912
245.361328 62.256 74.8508
245.727539 61.780 73.5430
246.093750 61.268 72.6084
246.459961 60.710 72.2704
246.826172 60.128 72.8379
247.192383 59.580 74.5222
247.558594 59.148 77.2581
247.924805 58.895 80.6426
248.291016 58.840 84.0859
248.657227 58.948 87.0776
249.023438 59.155 89.3612
249.389648 59.399 90.9514
249.755859 59.641 92.0415
250.122070 59.870 92.8723
250.488281 60.100 93.6121
250.854492 60.352 94.2803
251.220703 60.639 94.7766
251.586914 60.955 94.9924
251.953125 61.285 94.9048
252.319336 61.623 94.5686
252.685547 61.976 94.0217
253.051758 62.356 93.2037
253.417969 62.760 91.9716
253.784180 63.169 90.2051
254.150391 63.550 87.9060
254.516602 63.880 85.2108
254.882812 64.150 82.3188
255.249023 64.371 79.3979
255.615234 64.565 76.5210
255.981445 64.747 73.6633
256.347656 64.922 70.7576
256.713867 65.086 67.7614
257.080078 65.230 64.6934
257.446289 65.350 61.6190
257.812500 65.452 58.6064
258.178711 65.548 55.6846
258.544922 65.651 52.8223
258.911133 65.767 49.9386
259.277344 65.896 46.9335
259.643555 66.030 43.7234
260.009766 66.154 40.2688
260.375977 66.255 36.5770
260.742188 66.326 32.6864
261.108398 66.361 28.6407
261.474609 66.361 24.4690
261.840820 66.325 20.1823
262.207031 66.249 15.7935
262.573242 66.128 11.3409
262.939453 65.959 6.9026
263.305664 65.746 2.5796
263.671875 65.503 -1.5422
264.038086 65.246 -5.4292
264.404297 64.993 -9.1072
264.770508 64.751 -12.6276
265.136719 64.521 -16.0151
265.502930 64.308 -19.2484
265.869141 64.124 -22.3011
266.235352 63.987 -25.2192
266.601562 63.914 -28.1664
266.967773 63.897 -31.3705
267.333984 63.906 -34.9991
267.700195 63.900 -39.0579
268.066406 63.848 -43.3865
268.432617 63.740 -47.7434
268.798828 63.593 -51.9229
269.165039 63.438 -55.8560
269.531250 63.306 -59.6443
269.897461 63.204 -63.4905
270.263672 63.117 -67.5630
270.629883 63.018 -71.8918
270.996094 62.888 -76.3593
271.362305 62.726 -80.7822
271.728516 62.557 -85.0338
272.094727 62.412 -89.1360
272.460938 62.312 -93.2614
272.827148 62.250 -97.6261
273.193359 62.196 -102.3402
273.559570 62.115 -107.3324
273.925781 61.992 -112.3949
274.291992 61.835 -117.3073
274.658203 61.673 -121.9746
275.024414 61.534 -126.4939
275.390625 61.422 -131.0924
275.756836 61.310 -135.9628
276.123047 61.151 -141.1185
276.489258 60.909 -146.3710
276.855469 60.571 -151.4175
277.221680 60.155 -155.9714
277.587891 59.696 -159.8700
277.954102 59.237 -163.1158
278.320312 58.807 -165.8243
278.686523 58.425 -168.1389
279.052734 58.102 -170.2018
279.418945 57.850 -172.2100
279.785156 57.661 -174.4397
280.151367 57.497 -177.1304
280.517578 57.292 179.7068
280.883789 56.989 176.3929
281.250000 56.574 173.5010
281.616211 56.103 171.5989
281.982422 55.694 170.8512
282.348633 55.454 170.7075
282.714844 55.385 170.1674
283.081055 55.361 168.5760
283.447266 55.221 166.1047
283.813477 54.858 163.6156
284.179688 54.264 162.3381
284.545898 53.566 163.4999
284.912109 53.036 167.6230
285.278320 52.976 173.5719
285.644531 53.450 178.9464
286.010742 54.246 -177.8811
286.376953 55.130 -177.0045
286.743164 55.980 -177.8689
287.109375 56.760 -179.9940
287.475586 57.461 176.8693
287.841797 58.069 172.8536
288.208008 58.563 168.1057
288.574219 58.929 162.8317
288.940430 59.163 157.2734
289.306641 59.276 151.6381
289.672852 59.289 146.0411
290.039062 59.221 140.4879
290.405273 59.074 134.9164
290.771484 58.835 129.2876
291.137695 58.478 123.6697
291.503906 57.981 118.2687
291.870117 57.340 113.3864
292.236328 56.575 109.3256
292.602539 55.726 106.2720
292.968750 54.833 104.2222
293.334961 53.911 103.0475
293.701172 52.934 102.7292
294.067383 51.867 103.6317
294.433594 50.721 106.6210
294.799805 49.653 112.7992
295.166016 49.024 122.3522
295.532227 49.188 132.9552
295.898438 50.059 141.0189
296.264648 51.218 145.0237
296.630859 52.333 145.6244
296.997070 53.267 144.0304
297.363281 54.001 141.2333
297.729492 54.574 137.8541
298.095703 55.039 134.1461
298.461914 55.431 130.0662
298.828125 55.752 125.4573
299.194336 55.967 120.2588
299.560547 56.034 114.6343
299.926758 55.929 108.9474
